backend,backend_kind,batch_size,model,model_kind,params_millions_effective,mode,n_scenarios,latency_geomean_ms,latency_median_of_medians_ms,tokens_per_s_geomean,tokens_per_s_compute_geomean,gpu_peak_mb_median,ollama_load_ms_median,params_millions_config_median,params_millions_measured_median
hf_gpu_fp16,hf,1,models/gpt2-5m,hf,5.03672,e2e_kv,2,227.67142207840638,227.8198000003613,196.87086439243143,196.87086439243143,579.169677734375,,5.037,5.03672
hf_gpu_fp16,hf,1,models/gpt2-25m,hf,25.016064,e2e_kv,2,69.03933350741944,69.15515000036976,649.2222242732557,649.2222242732557,630.681396484375,,25.016,25.016064
hf_gpu_fp16,hf,1,models/gpt2-45m,hf,45.1712,e2e_kv,2,120.02084708904539,120.02114999904734,373.4507025165041,373.4507025165041,519.870361328125,,45.171,45.1712
hf_gpu_fp16,hf,1,models/gpt2-50m,hf,51.475968,e2e_kv,2,152.38177243419,152.4127500006216,294.1419367030096,294.1419367030096,473.505615234375,,51.476,51.475968
hf_gpu_fp16,hf,1,models/gpt2-75m,hf,74.824704,e2e_kv,2,110.22047182730056,110.91024999950605,406.6564851242817,406.6564851242817,594.495361328125,,74.825,74.824704
hf_gpu_fp16,hf,1,models/gpt2-100m,hf,96.08832,e2e_kv,2,152.3007764227139,152.3065499995937,294.2983661332488,294.2983661332488,308.231201171875,,96.088,96.08832
hf_gpu_fp16,hf,1,models/gpt2-5m,hf,5.03672,kv_decode,2,220.26335852844068,220.41019999960554,145.28063230211814,145.280632302118,579.169677734375,,5.037,5.03672
hf_gpu_fp16,hf,1,models/gpt2-25m,hf,25.016064,kv_decode,2,66.5196514023254,66.62635000066075,481.06084931890297,481.06084931890297,630.681396484375,,25.016,25.016064
hf_gpu_fp16,hf,1,models/gpt2-45m,hf,45.1712,kv_decode,2,115.61010335542586,115.61094999979105,276.79241754175086,276.79241754175086,519.870361328125,,45.171,45.1712
hf_gpu_fp16,hf,1,models/gpt2-50m,hf,51.475968,kv_decode,2,146.32376291774915,146.37655000024097,218.69311834187636,218.69311834187636,473.505615234375,,51.476,51.475968
hf_gpu_fp16,hf,1,models/gpt2-75m,hf,74.824704,kv_decode,2,106.11571102491678,106.8205499996111,301.55760811409124,301.55760811409124,594.495361328125,,74.825,74.824704
hf_gpu_fp16,hf,1,models/gpt2-100m,hf,96.08832,kv_decode,2,146.22909196045094,146.23149999988527,218.83470362145664,218.83470362145664,308.231201171875,,96.088,96.08832
hf_gpu_fp16,hf,1,models/gpt2-5m,hf,5.03672,prefill,2,7.554029134830534,7.555099999990489,1637.4462761627235,1637.4462761627235,579.169677734375,,5.037,5.03672
hf_gpu_fp16,hf,1,models/gpt2-25m,hf,25.016064,prefill,2,3.2989835650006976,3.3457500003351015,3749.4327065101193,3749.4327065101256,630.681396484375,,25.016,25.016064
hf_gpu_fp16,hf,1,models/gpt2-45m,hf,45.1712,prefill,2,4.388843716991029,4.3915499991271645,2818.354371782763,2818.354371782763,519.870361328125,,45.171,45.1712
hf_gpu_fp16,hf,1,models/gpt2-50m,hf,51.475968,prefill,2,5.347930207313315,5.347950000214041,2312.916660718178,2312.916660718178,473.505615234375,,51.476,51.475968
hf_gpu_fp16,hf,1,models/gpt2-75m,hf,74.824704,prefill,2,4.046243430558621,4.069650000019465,3056.9878182404077,3056.9878182404077,594.495361328125,,74.825,74.824704
hf_gpu_fp16,hf,1,models/gpt2-100m,hf,96.08832,prefill,2,5.997411674194,6.021699999109842,2062.4425250106437,2062.4425250106437,308.231201171875,,96.088,96.08832
ollama,ollama,1,gemma3:270m,ollama,268.1,e2e_kv,2,65.90409981784143,65.9041,801.905210646518,801.905210646518,,280.04655,268.1,268.1
ollama,ollama,1,qwen2.5:7b,ollama,7600.0,e2e_kv,2,378.4348572110002,378.602,195.2563602417986,195.2563602417986,,240.7807,7600.0,7600.0
ollama,ollama,1,gpt-oss-20b:latest,ollama,20900.0,e2e_kv,2,1514.5070375795422,1515.189,84.15408351916936,84.15408351916936,,430.0811,20900.0,20900.0
ollama,ollama,1,gemma3:270m,ollama,268.1,kv_decode,2,63.39990528478725,63.4006,504.7326152343373,504.7326152343373,,280.04655,268.1,268.1
ollama,ollama,1,qwen2.5:7b,ollama,7600.0,kv_decode,2,366.3272870150816,366.4752,87.35358007519264,87.35358007519264,,240.7807,7600.0,7600.0
ollama,ollama,1,gpt-oss-20b:latest,ollama,20900.0,kv_decode,2,1457.492692129185,1457.95505,21.955513171906635,21.955513171906635,,430.0811,20900.0,20900.0
ollama,ollama,1,gemma3:270m,ollama,268.1,prefill,2,2.5574981212114314,2.58075,8060.8184839342775,8060.8184839342775,,280.04655,268.1,268.1
ollama,ollama,1,qwen2.5:7b,ollama,7600.0,prefill,2,12.256312918655428,12.275649999999999,3411.228988539922,3411.228988539922,,240.7807,7600.0,7600.0
ollama,ollama,1,gpt-oss-20b:latest,ollama,20900.0,prefill,2,48.80569826977173,48.8067,1955.4241760050838,1955.4241760050854,,430.0811,20900.0,20900.0
