scenario,prompt_set,backend,model,quantization,latency_ms,cuda_event_ms,ttft_ms,tokens,tokens_per_s,status,error
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.425165000531706,16.612319946289062,17.425165000531706,16,918.2122521945578,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,18.124889998944127,17.231903076171875,18.124889998944127,17,937.9367268430508,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.765568998584058,16.875520706176758,17.765568998584058,16,900.6184941937532,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.813935000958736,16.965408325195312,17.813935000958736,17,954.3090843816972,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.416713999409694,16.590272903442383,17.416713999409694,16,918.657790473122,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.706083999655675,16.795616149902344,17.706083999655675,17,960.1219558390547,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.864787001599325,17.00432014465332,17.864787001599325,16,895.6166115256576,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,18.31536600002437,17.290143966674805,18.31536600002437,17,928.1823797557407,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.94807700025558,17.122079849243164,17.94807700025558,16,891.4604054669568,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,18.1452309989254,17.299039840698242,18.1452309989254,17,936.8852896392875,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,18.00478800032579,17.17571258544922,18.00478800032579,16,888.6525073058615,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,18.03332499912358,17.21718406677246,18.03332499912358,17,942.6991417736996,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.781083999580005,16.971519470214844,17.781083999580005,16,899.8326536434969,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.97192000049108,17.14703941345215,17.97192000049108,17,945.9200797430367,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.675262000921066,16.875295639038086,17.675262000921066,16,905.2199621802627,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.776798000340932,16.977983474731445,17.776798000340932,17,956.3027042144466,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.776889999367995,16.95702362060547,17.776889999367995,16,900.044946026489,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.72814399919298,16.924959182739258,17.72814399919298,17,958.9272289741032,ok,
single_medium,medium,transformers-gpu-compile,models/qwen2.5-3b:fp16,fp16,17.59570299873303,16.733728408813477,17.59570299873303,16,909.3129158381493,ok,
