backend,backend_kind,model,model_kind,params_millions_effective,mode,n_scenarios,latency_geomean_ms,latency_median_of_medians_ms,tokens_per_s_geomean,gpu_peak_mb_median,ollama_load_ms_median,params_millions_config_median,params_millions_measured_median
hf_gpu_fp16,hf,models/gpt2-5m,hf,5.03672,e2e_kv,2,773.7938771376772,773.8029500001176,182.14573047886086,579.521240234375,,5.037,5.03672
hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016064,e2e_kv,2,232.9209797547483,232.93289999946865,605.1118758804676,631.103271484375,,25.016,25.016064
hf_gpu_fp16,hf,models/gpt2-45m,hf,45.1712,e2e_kv,2,412.3204875021742,412.3295499998676,341.82936638715785,520.995361328125,,45.171,45.1712
hf_gpu_fp16,hf,models/gpt2-50m,hf,51.475968,e2e_kv,2,652.8772791784081,664.21285000024,215.88015923708875,475.005615234375,,51.476,51.475968
hf_gpu_fp16,hf,models/gpt2-75m,hf,74.824704,e2e_kv,2,607.2022143536574,733.8808000008612,232.11913207750834,595.901611328125,,74.825,74.824704
hf_gpu_fp16,hf,models/gpt2-100m,hf,96.08832,e2e_kv,2,512.4554800629218,512.5885500001459,275.03511324341054,310.481201171875,,96.088,96.08832
hf_gpu_fp16,hf,models/gpt2-5m,hf,5.03672,kv_decode,2,767.3058614597719,767.3143500001061,166.81744064418396,579.521240234375,,5.037,5.03672
hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016064,kv_decode,2,229.99761238881183,230.0061499995536,556.527516397064,631.103271484375,,25.016,25.016064
hf_gpu_fp16,hf,models/gpt2-45m,hf,45.1712,kv_decode,2,408.2990552807659,408.30830000004426,313.4957045442614,520.995361328125,,45.171,45.1712
hf_gpu_fp16,hf,models/gpt2-50m,hf,51.475968,kv_decode,2,646.156759746087,657.2949500000504,198.09434486191677,475.005615234375,,51.476,51.475968
hf_gpu_fp16,hf,models/gpt2-75m,hf,74.824704,kv_decode,2,601.8386312707247,728.0099500003416,212.68159494803496,595.901611328125,,74.825,74.824704
hf_gpu_fp16,hf,models/gpt2-100m,hf,96.08832,kv_decode,2,506.2549984766529,506.35179999972024,252.8370097779942,310.481201171875,,96.088,96.08832
hf_gpu_fp16,hf,models/gpt2-5m,hf,5.03672,prefill,2,6.583922918893711,6.58465000014985,1878.7153235584021,579.521240234375,,5.037,5.03672
hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016064,prefill,2,2.490330913997556,2.49035000024378,4966.937047332947,631.103271484375,,25.016,25.016064
hf_gpu_fp16,hf,models/gpt2-45m,hf,45.1712,prefill,2,4.029596246719002,4.029600000194478,3069.6169341840123,520.995361328125,,45.171,45.1712
hf_gpu_fp16,hf,models/gpt2-50m,hf,51.475968,prefill,2,6.706478403124646,6.917900000189547,1844.3833161514303,475.005615234375,,51.476,51.475968
hf_gpu_fp16,hf,models/gpt2-75m,hf,74.824704,prefill,2,5.482267792269989,6.187950000366982,2256.240910794937,595.901611328125,,74.825,74.824704
hf_gpu_fp16,hf,models/gpt2-100m,hf,96.08832,prefill,2,5.0177878344246,5.021800000122312,2465.0936398691724,310.481201171875,,96.088,96.08832
ollama,ollama,gemma3:270m,ollama,268.1,e2e_kv,2,274.8020501405451,274.8142833333334,542.0130562035457,,154.8904,268.1,268.1
ollama,ollama,qwen2.5:7b,ollama,7600.0,e2e_kv,2,1461.0872788327442,1461.1165271428572,116.31949516192451,,177.29505,7600.0,7600.0
ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,e2e_kv,2,7392.463648962593,7394.61405,30.229785902200323,,244.4712,20900.0,20900.0
ollama,ollama,gemma3:270m,ollama,268.1,kv_decode,2,271.85076117463177,271.86308333333335,470.84657569810946,,154.8904,268.1,268.1
ollama,ollama,qwen2.5:7b,ollama,7600.0,kv_decode,2,1449.002334743233,1449.0297271428572,88.33664165398463,,177.29505,7600.0,7600.0
ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,kv_decode,2,7326.243220465294,7328.3875,17.47143742681675,,244.4712,20900.0,20900.0
ollama,ollama,gemma3:270m,ollama,268.1,prefill,2,2.7217727789071593,2.73035,7574.301678616165,,154.8904,268.1,268.1
ollama,ollama,qwen2.5:7b,ollama,7600.0,prefill,2,12.05725505660389,12.057749999999999,3467.5462801821072,,177.29505,7600.0,7600.0
ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,prefill,2,64.4372516564759,64.4973,1481.06630668085,,244.4712,20900.0,20900.0
