backend,backend_kind,model,model_kind,params_millions_effective,mode,n_scenarios,latency_geomean_ms,latency_median_of_medians_ms,tokens_per_s_geomean,gpu_peak_mb_median,ollama_load_ms_median,params_millions_config_median,params_millions_measured_median
hf_gpu_fp16,hf,models/gpt2-45m,hf,45.1712,prefill,2,3.9707188066555137,3.9715500001875625,3115.1329215557075,519.870361328125,,45.171,45.1712
hf_gpu_fp16,hf,models/gpt2-50m,hf,51.475968,prefill,2,5.19680525215194,5.201799999895229,2380.1771043336644,473.505615234375,,51.476,51.475968
hf_gpu_fp16,hf,models/gpt2-75m,hf,74.824704,prefill,2,3.3363072669371796,3.3380499999111635,3707.487316720787,594.495361328125,,74.825,74.824704
hf_gpu_fp16,hf,models/gpt2-100m,hf,96.08832,prefill,2,4.967770108355482,4.973699999936798,2489.9133025597434,308.231201171875,,96.088,96.08832
ollama,ollama,gemma3:270m,ollama,268.1,e2e_kv,2,68.39421603498357,68.4045,772.7092159352062,,151.89215000000002,268.1,268.1
ollama,ollama,qwen2.5:7b,ollama,7600.0,e2e_kv,2,366.7846522435608,366.7872,201.45830081946082,,129.3429,7600.0,7600.0
ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,e2e_kv,2,1673.599175332991,1676.4884,76.15440638914023,,246.10070000000002,20900.0,20900.0
ollama,ollama,gemma3:270m,ollama,268.1,kv_decode,2,65.45637598996753,65.46305000000001,488.8752167535918,,151.89215000000002,268.1,268.1
ollama,ollama,qwen2.5:7b,ollama,7600.0,kv_decode,2,355.00875417476675,355.01210000000003,90.1386222837952,,129.3429,7600.0,7600.0
ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,kv_decode,2,1611.438388292662,1614.3461,19.858035052711127,,246.10070000000002,20900.0,20900.0
ollama,ollama,gemma3:270m,ollama,268.1,prefill,2,2.8253865576235757,2.8303000000000003,7296.533662787712,,151.89215000000002,268.1,268.1
ollama,ollama,qwen2.5:7b,ollama,7600.0,prefill,2,11.725708106123061,11.727799999999998,3565.5919064624704,,129.3429,7600.0,7600.0
ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,prefill,2,62.12336103656979,62.1423,1536.2311492989177,,246.10070000000002,20900.0,20900.0
